Route,RouteInstance,Day,Direction,Stop,Time
10,19,Weekdays,Loop,Seneca @ Commons,9:49AM
10,20,Weekdays,Loop,Seneca @ Commons,9:36AM
10,20,Weekdays,Loop,Goldwin Smith Hall,9:45AM
10,20,Weekdays,Loop,Seneca @ Commons,9:55AM
10,21,Weekdays,Loop,Seneca @ Commons,9:42AM
10,21,Weekdays,Loop,Goldwin Smith Hall,9:51AM
10,21,Weekdays,Loop,Seneca @ Commons,10:01AM
10,22,Weekdays,Loop,Seneca @ Commons,9:48AM
10,22,Weekdays,Loop,Goldwin Smith Hall,9:57AM
10,22,Weekdays,Loop,Seneca @ Commons,10:07AM
10,23,Weekdays,Loop,Seneca @ Commons,9:54AM
10,23,Weekdays,Loop,Goldwin Smith Hall,10:03AM
10,23,Weekdays,Loop,Seneca @ Commons,10:13AM
10,24,Weekdays,Loop,Seneca @ Commons,10:00AM
10,24,Weekdays,Loop,Goldwin Smith Hall,10:09AM
10,24,Weekdays,Loop,Seneca @ Commons,10:19AM
10,25,Weekdays,Loop,Seneca @ Commons,10:06AM
10,25,Weekdays,Loop,Goldwin Smith Hall,10:15AM
10,25,Weekdays,Loop,Seneca @ Commons,10:25AM
10,26,Weekdays,Loop,Seneca @ Commons,10:12AM
10,26,Weekdays,Loop,Goldwin Smith Hall,10:21AM
10,26,Weekdays,Loop,Seneca @ Commons,10:31AM
10,27,Weekdays,Loop,Seneca @ Commons,10:18AM
10,27,Weekdays,Loop,Goldwin Smith Hall,10:27AM
10,27,Weekdays,Loop,Seneca @ Commons,10:37AM
10,28,Weekdays,Loop,Seneca @ Commons,10:24AM
10,28,Weekdays,Loop,Goldwin Smith Hall,10:33AM
10,28,Weekdays,Loop,Seneca @ Commons,10:43AM
10,29,Weekdays,Loop,Seneca @ Commons,10:30AM
10,29,Weekdays,Loop,Goldwin Smith Hall,10:39AM
10,29,Weekdays,Loop,Seneca @ Commons,10:49AM
10,30,Weekdays,Loop,Seneca @ Commons,10:36AM
10,30,Weekdays,Loop,Goldwin Smith Hall,10:45AM
10,30,Weekdays,Loop,Seneca @ Commons,10:55AM
10,31,Weekdays,Loop,Seneca @ Commons,10:42AM
10,31,Weekdays,Loop,Goldwin Smith Hall,10:51AM
10,31,Weekdays,Loop,Seneca @ Commons,11:01AM
10,32,Weekdays,Loop,Seneca @ Commons,10:48AM
10,32,Weekdays,Loop,Goldwin Smith Hall,10:57AM
10,32,Weekdays,Loop,Seneca @ Commons,11:07AM
10,33,Weekdays,Loop,Seneca @ Commons,10:54AM
10,33,Weekdays,Loop,Goldwin Smith Hall,11:03AM
10,33,Weekdays,Loop,Seneca @ Commons,11:13AM
10,34,Weekdays,Loop,Seneca @ Commons,11:00AM
10,34,Weekdays,Loop,Goldwin Smith Hall,11:07AM
10,34,Weekdays,Loop,Seneca @ Commons,11:17AM
10,35,Weekdays,Loop,Seneca @ Commons,11:10AM
10,35,Weekdays,Loop,Goldwin Smith Hall,11:17AM
10,35,Weekdays,Loop,Seneca @ Commons,11:27AM
10,36,Weekdays,Loop,Seneca @ Commons,11:20AM
10,36,Weekdays,Loop,Goldwin Smith Hall,11:27AM
10,36,Weekdays,Loop,Seneca @ Commons,11:37AM
10,37,Weekdays,Loop,Seneca @ Commons,11:30AM
10,37,Weekdays,Loop,Goldwin Smith Hall,11:37AM
10,37,Weekdays,Loop,Seneca @ Commons,11:47AM
10,38,Weekdays,Loop,Seneca @ Commons,11:40AM
10,38,Weekdays,Loop,Goldwin Smith Hall,11:47AM
10,38,Weekdays,Loop,Seneca @ Commons,11:57AM
10,39,Weekdays,Loop,Seneca @ Commons,11:50AM
10,39,Weekdays,Loop,Goldwin Smith Hall,11:57AM
10,39,Weekdays,Loop,Seneca @ Commons,12:07PM
10,40,Weekdays,Loop,Seneca @ Commons,12:00PM
10,40,Weekdays,Loop,Goldwin Smith Hall,12:07PM
10,40,Weekdays,Loop,Seneca @ Commons,12:17PM
10,41,Weekdays,Loop,Seneca @ Commons,12:10PM
10,41,Weekdays,Loop,Goldwin Smith Hall,12:17PM
10,41,Weekdays,Loop,Seneca @ Commons,12:27PM
10,42,Weekdays,Loop,Seneca @ Commons,12:20PM
10,42,Weekdays,Loop,Goldwin Smith Hall,12:27PM
10,42,Weekdays,Loop,Seneca @ Commons,12:37PM
10,43,Weekdays,Loop,Seneca @ Commons,12:30PM
10,43,Weekdays,Loop,Goldwin Smith Hall,12:37PM
10,43,Weekdays,Loop,Seneca @ Commons,12:47PM
10,44,Weekdays,Loop,Seneca @ Commons,12:40PM
10,44,Weekdays,Loop,Goldwin Smith Hall,12:47PM
10,44,Weekdays,Loop,Seneca @ Commons,12:57PM
10,45,Weekdays,Loop,Seneca @ Commons,12:50PM
10,45,Weekdays,Loop,Goldwin Smith Hall,12:57PM
10,45,Weekdays,Loop,Seneca @ Commons,1:07PM
10,46,Weekdays,Loop,Seneca @ Commons,1:00PM
10,46,Weekdays,Loop,Goldwin Smith Hall,1:07PM
10,46,Weekdays,Loop,Seneca @ Commons,1:17PM
10,47,Weekdays,Loop,Seneca @ Commons,1:10PM
10,47,Weekdays,Loop,Goldwin Smith Hall,1:17PM
10,47,Weekdays,Loop,Seneca @ Commons,1:27PM
10,48,Weekdays,Loop,Seneca @ Commons,1:20PM
10,48,Weekdays,Loop,Goldwin Smith Hall,1:27PM
10,48,Weekdays,Loop,Seneca @ Commons,1:37PM
10,49,Weekdays,Loop,Seneca @ Commons,1:30PM
10,49,Weekdays,Loop,Goldwin Smith Hall,1:37PM
10,49,Weekdays,Loop,Seneca @ Commons,1:47PM
10,50,Weekdays,Loop,Seneca @ Commons,1:40PM
10,50,Weekdays,Loop,Goldwin Smith Hall,1:47PM
10,50,Weekdays,Loop,Seneca @ Commons,1:57PM
10,51,Weekdays,Loop,Seneca @ Commons,1:50PM
10,51,Weekdays,Loop,Goldwin Smith Hall,1:57PM
10,51,Weekdays,Loop,Seneca @ Commons,2:07PM
10,52,Weekdays,Loop,Seneca @ Commons,2:00PM
10,52,Weekdays,Loop,Goldwin Smith Hall,2:07PM
10,52,Weekdays,Loop,Seneca @ Commons,2:17PM
10,53,Weekdays,Loop,Seneca @ Commons,2:10PM
10,53,Weekdays,Loop,Goldwin Smith Hall,2:17PM
10,53,Weekdays,Loop,Seneca @ Commons,2:27PM
10,54,Weekdays,Loop,Seneca @ Commons,2:20PM
10,54,Weekdays,Loop,Goldwin Smith Hall,2:27PM
10,54,Weekdays,Loop,Seneca @ Commons,2:37PM
10,55,Weekdays,Loop,Seneca @ Commons,2:30PM
10,55,Weekdays,Loop,Goldwin Smith Hall,2:37PM
10,55,Weekdays,Loop,Seneca @ Commons,2:47PM
10,56,Weekdays,Loop,Seneca @ Commons,2:40PM
10,56,Weekdays,Loop,Goldwin Smith Hall,2:47PM
10,56,Weekdays,Loop,Seneca @ Commons,2:57PM
10,57,Weekdays,Loop,Seneca @ Commons,2:50PM
10,57,Weekdays,Loop,Goldwin Smith Hall,2:57PM
10,57,Weekdays,Loop,Seneca @ Commons,3:07PM
10,58,Weekdays,Loop,Seneca @ Commons,3:00PM
10,58,Weekdays,Loop,Goldwin Smith Hall,3:07PM
10,58,Weekdays,Loop,Seneca @ Commons,3:17PM
10,59,Weekdays,Loop,Seneca @ Commons,3:10PM
10,59,Weekdays,Loop,Goldwin Smith Hall,3:17PM
10,59,Weekdays,Loop,Seneca @ Commons,3:27PM
10,60,Weekdays,Loop,Seneca @ Commons,3:20PM
10,60,Weekdays,Loop,Goldwin Smith Hall,3:27PM
10,60,Weekdays,Loop,Seneca @ Commons,3:37PM
10,61,Weekdays,Loop,Seneca @ Commons,3:30PM
10,61,Weekdays,Loop,Goldwin Smith Hall,3:37PM
10,61,Weekdays,Loop,Seneca @ Commons,3:47PM
10,62,Weekdays,Loop,Seneca @ Commons,3:40PM
10,62,Weekdays,Loop,Goldwin Smith Hall,3:47PM
10,62,Weekdays,Loop,Seneca @ Commons,3:57PM
10,63,Weekdays,Loop,Seneca @ Commons,3:50PM
10,63,Weekdays,Loop,Goldwin Smith Hall,3:57PM
10,63,Weekdays,Loop,Seneca @ Commons,4:07PM
10,64,Weekdays,Loop,Seneca @ Commons,4:00PM
10,64,Weekdays,Loop,Goldwin Smith Hall,4:07PM
10,64,Weekdays,Loop,Seneca @ Commons,4:17PM
10,65,Weekdays,Loop,Seneca @ Commons,4:12PM
10,65,Weekdays,Loop,Goldwin Smith Hall,4:19PM
10,65,Weekdays,Loop,Seneca @ Commons,4:31PM
10,66,Weekdays,Loop,Seneca @ Commons,4:24PM
10,66,Weekdays,Loop,Goldwin Smith Hall,4:31PM
10,66,Weekdays,Loop,Seneca @ Commons,4:43PM
10,67,Weekdays,Loop,Seneca @ Commons,4:36PM
10,67,Weekdays,Loop,Goldwin Smith Hall,4:43PM
10,67,Weekdays,Loop,Seneca @ Commons,4:55PM
10,68,Weekdays,Loop,Seneca @ Commons,4:48PM
10,68,Weekdays,Loop,Goldwin Smith Hall,4:55PM
10,68,Weekdays,Loop,Seneca @ Commons,5:07PM
10,69,Weekdays,Loop,Seneca @ Commons,5:00PM
10,69,Weekdays,Loop,Goldwin Smith Hall,5:07PM
10,69,Weekdays,Loop,Seneca @ Commons,5:19PM
10,70,Weekdays,Loop,Seneca @ Commons,5:12PM
10,70,Weekdays,Loop,Goldwin Smith Hall,5:19PM
10,70,Weekdays,Loop,Seneca @ Commons,5:31PM
10,71,Weekdays,Loop,Seneca @ Commons,5:24PM
10,71,Weekdays,Loop,Goldwin Smith Hall,5:31PM
10,71,Weekdays,Loop,Seneca @ Commons,5:43PM
10,72,Weekdays,Loop,Seneca @ Commons,5:36PM
10,72,Weekdays,Loop,Goldwin Smith Hall,5:43PM
10,72,Weekdays,Loop,Seneca @ Commons,5:55PM
10,73,Weekdays,Loop,Seneca @ Commons,5:48PM
10,73,Weekdays,Loop,Goldwin Smith Hall,5:55PM
10,73,Weekdays,Loop,Seneca @ Commons,6:07PM
10,74,Weekdays,Loop,Seneca @ Commons,6:00PM
10,74,Weekdays,Loop,Goldwin Smith Hall,6:07PM
10,74,Weekdays,Loop,Seneca @ Commons,6:19PM
10,75,Weekdays,Loop,Seneca @ Commons,6:12PM
10,75,Weekdays,Loop,Goldwin Smith Hall,6:19PM
10,75,Weekdays,Loop,Seneca @ Commons,6:31PM
10,76,Weekdays,Loop,Seneca @ Commons,6:30PM
10,76,Weekdays,Loop,Goldwin Smith Hall,6:37PM
10,76,Weekdays,Loop,Seneca @ Commons,6:47PM
10,77,Weekdays,Loop,Seneca @ Commons,6:50PM
10,77,Weekdays,Loop,Goldwin Smith Hall,6:57PM
10,77,Weekdays,Loop,Seneca @ Commons,7:07PM
10,78,Weekdays,Loop,Seneca @ Commons,7:10PM
10,78,Weekdays,Loop,Goldwin Smith Hall,7:17PM
10,78,Weekdays,Loop,Seneca @ Commons,7:27PM
10,79,Weekdays,Loop,Seneca @ Commons,7:30PM
10,79,Weekdays,Loop,Goldwin Smith Hall,7:37PM
10,79,Weekdays,Loop,Seneca @ Commons,7:47PM
10,80,Weekdays,Loop,Seneca @ Commons,7:50PM
10,80,Weekdays,Loop,Goldwin Smith Hall,7:57PM
10,80,Weekdays,Loop,Seneca @ Commons,8:07PM
17,1,Weekdays,Inbound,TCAT Offices,5:18AM
17,1,Weekdays,Inbound,Green @ Commons,5:28AM
17,1,Weekdays,Inbound,Seneca @ Commons,5:30AM
17,2,Weekdays,Inbound,TCAT Offices,5:28AM
17,2,Weekdays,Inbound,Green @ Commons,5:38AM
17,3,Weekdays,Inbound,TCAT Offices,5:43AM
17,3,Weekdays,Inbound,Green @ Commons,5:53AM
17,3,Weekdays,Inbound,Seneca @ Commons,5:55AM
17,4,Weekdays,Inbound,TCAT Offices,5:50AM
17,4,Weekdays,Inbound,Green @ Commons,6:00AM
17,5,Weekdays,Inbound,TCAT Offices,5:50AM
17,5,Weekdays,Inbound,Green @ Commons,6:00AM
17,5,Weekdays,Inbound,Seneca @ Commons,6:02AM
17,6,Weekdays,Inbound,TCAT Offices,6:05AM
17,6,Weekdays,Inbound,Green @ Commons,6:15AM
17,7,Weekdays,Inbound,TCAT Offices,6:06AM
17,7,Weekdays,Inbound,Green @ Commons,6:16AM
17,8,Weekdays,Inbound,TCAT Offices,6:08AM
17,8,Weekdays,Inbound,Green @ Commons,6:18AM
17,9,Weekdays,Inbound,TCAT Offices,6:13AM
17,9,Weekdays,Inbound,Green @ Commons,6:23AM
17,9,Weekdays,Inbound,Seneca @ Commons,6:25AM
17,10,Weekdays,Inbound,TCAT Offices,6:18AM
17,10,Weekdays,Inbound,Green @ Commons,6:28AM
17,11,Weekdays,Inbound,TCAT Offices,6:20AM
17,11,Weekdays,Inbound,Green @ Commons,6:30AM
17,12,Weekdays,Inbound,TCAT Offices,6:23AM
17,12,Weekdays,Inbound,Green @ Commons,6:33AM
17,13,Weekdays,Inbound,TCAT Offices,6:25AM
17,13,Weekdays,Inbound,Green @ Commons,6:35AM
17,14,Weekdays,Inbound,TCAT Offices,6:25AM
17,14,Weekdays,Inbound,Green @ Commons,6:35AM
17,15,Weekdays,Inbound,TCAT Offices,6:26AM
17,15,Weekdays,Inbound,Green @ Commons,6:36AM
17,16,Weekdays,Inbound,TCAT Offices,6:30AM
17,16,Weekdays,Inbound,Green @ Commons,6:40AM
17,17,Weekdays,Inbound,TCAT Offices,6:35AM
17,17,Weekdays,Inbound,Green @ Commons,6:45AM
17,18,Weekdays,Inbound,TCAT Offices,6:43AM
17,18,Weekdays,Inbound,Green @ Commons,6:53AM
17,18,Weekdays,Inbound,Seneca @ Commons,6:55AM
17,19,Weekdays,Inbound,TCAT Offices,6:45AM
17,19,Weekdays,Inbound,Green @ Commons,6:55AM
17,20,Weekdays,Inbound,TCAT Offices,6:50AM
17,20,Weekdays,Inbound,Green @ Commons,7:00AM
17,21,Weekdays,Inbound,TCAT Offices,6:50AM
17,21,Weekdays,Inbound,Green @ Commons,7:00AM
17,22,Weekdays,Inbound,TCAT Offices,6:54AM
17,22,Weekdays,Inbound,Green @ Commons,7:04AM
17,23,Weekdays,Inbound,TCAT Offices,6:55AM
17,23,Weekdays,Inbound,Green @ Commons,7:05AM
17,24,Weekdays,Inbound,TCAT Offices,6:57AM
17,24,Weekdays,Inbound,Green @ Commons,7:07AM
17,25,Weekdays,Inbound,TCAT Offices,6:58AM
17,25,Weekdays,Inbound,Green @ Commons,7:08AM
17,26,Weekdays,Inbound,TCAT Offices,7:00AM
17,26,Weekdays,Inbound,Green @ Commons,7:10AM
17,27,Weekdays,Inbound,TCAT Offices,7:08AM
17,27,Weekdays,Inbound,Green @ Commons,7:18AM
17,28,Weekdays,Inbound,TCAT Offices,7:09AM
17,28,Weekdays,Inbound,Green @ Commons,7:19AM
17,28,Weekdays,Inbound,Seneca @ Commons,7:21AM
17,29,Weekdays,Inbound,TCAT Offices,7:20AM
17,29,Weekdays,Inbound,Green @ Commons,7:30AM
17,30,Weekdays,Inbound,TCAT Offices,7:28AM
17,30,Weekdays,Inbound,Green @ Commons,7:38AM
17,30,Weekdays,Inbound,Seneca @ Commons,7:40AM
17,31,Weekdays,Inbound,TCAT Offices,11:12AM
17,31,Weekdays,Inbound,Green @ Commons,11:22AM
17,32,Weekdays,Inbound,TCAT Offices,11:18AM
17,32,Weekdays,Inbound,Green @ Commons,11:28AM
17,32,Weekdays,Inbound,Seneca @ Commons,11:30AM
17,33,Weekdays,Inbound,TCAT Offices,11:25AM
17,33,Weekdays,Inbound,Green @ Commons,11:35AM
17,34,Weekdays,Inbound,TCAT Offices,11:48AM
17,34,Weekdays,Inbound,Green @ Commons,11:58AM
17,34,Weekdays,Inbound,Seneca @ Commons,12:00PM
17,35,Weekdays,Inbound,TCAT Offices,11:55AM
17,35,Weekdays,Inbound,Green @ Commons,12:05PM
17,36,Weekdays,Inbound,TCAT Offices,12:50PM
17,36,Weekdays,Inbound,Green @ Commons,1:00PM
17,36,Weekdays,Inbound,Seneca @ Commons,1:02PM
17,37,Weekdays,Inbound,TCAT Offices,1:08PM
17,37,Weekdays,Inbound,Green @ Commons,1:18PM
17,37,Weekdays,Inbound,Seneca @ Commons,1:20PM
17,38,Weekdays,Inbound,TCAT Offices,1:55PM
17,38,Weekdays,Inbound,Green @ Commons,2:05PM
17,39,Weekdays,Inbound,TCAT Offices,2:08PM
17,39,Weekdays,Inbound,Green @ Commons,2:18PM
17,39,Weekdays,Inbound,Seneca @ Commons,2:20PM
17,40,Weekdays,Inbound,TCAT Offices,2:43PM
17,40,Weekdays,Inbound,Green @ Commons,2:53PM
17,40,Weekdays,Inbound,Seneca @ Commons,2:55PM
17,41,Weekdays,Inbound,TCAT Offices,2:50PM
17,41,Weekdays,Inbound,Green @ Commons,3:00PM
17,42,Weekdays,Inbound,TCAT Offices,2:55PM
17,42,Weekdays,Inbound,Green @ Commons,3:05PM
17,43,Weekdays,Inbound,TCAT Offices,2:58PM
17,43,Weekdays,Inbound,Green @ Commons,3:08PM
17,43,Weekdays,Inbound,Seneca @ Commons,3:10PM
17,44,Weekdays,Inbound,TCAT Offices,3:10PM
17,44,Weekdays,Inbound,Green @ Commons,3:20PM
17,45,Weekdays,Inbound,TCAT Offices,4:15PM
17,45,Weekdays,Inbound,Green @ Commons,4:25PM
17,46,Weekdays,Inbound,TCAT Offices,4:20PM
17,46,Weekdays,Inbound,Green @ Commons,4:30PM
17,47,Weekdays,Inbound,TCAT Offices,4:20PM
17,47,Weekdays,Inbound,Green @ Commons,4:30PM
17,48,Weekdays,Inbound,TCAT Offices,4:20PM
17,48,Weekdays,Inbound,Green @ Commons,4:30PM
17,49,Weekdays,Inbound,TCAT Offices,4:25PM
17,49,Weekdays,Inbound,Green @ Commons,4:35PM
17,50,Weekdays,Inbound,TCAT Offices,4:25PM
17,50,Weekdays,Inbound,Green @ Commons,4:35PM
17,51,Weekdays,Inbound,TCAT Offices,4:30PM
17,51,Weekdays,Inbound,Green @ Commons,4:40PM
17,52,Weekdays,Inbound,TCAT Offices,4:35PM
17,52,Weekdays,Inbound,Green @ Commons,4:45PM
17,53,Weekdays,Inbound,TCAT Offices,4:36PM
17,53,Weekdays,Inbound,Green @ Commons,4:46PM
17,53,Weekdays,Inbound,Seneca @ Commons,4:48PM
17,54,Weekdays,Inbound,TCAT Offices,4:39PM
17,54,Weekdays,Inbound,Green @ Commons,4:49PM
17,54,Weekdays,Inbound,Seneca @ Commons,4:51PM
17,55,Weekdays,Inbound,TCAT Offices,4:43PM
17,55,Weekdays,Inbound,Green @ Commons,4:53PM
17,1,Weekdays,Outbound,Seneca @ Commons,8:55AM
17,1,Weekdays,Outbound,TCAT Offices,9:07AM
17,2,Weekdays,Outbound,Green @ Commons,8:58AM
17,2,Weekdays,Outbound,Seneca @ Commons,9:00AM
17,2,Weekdays,Outbound,TCAT Offices,9:12AM
17,3,Weekdays,Outbound,Sage Hall,9:00AM
17,3,Weekdays,Outbound,Seneca @ Commons,9:04AM
17,3,Weekdays,Outbound,TCAT Offices,9:16AM
17,4,Weekdays,Outbound,Green @ Commons,9:03AM
17,4,Weekdays,Outbound,Seneca @ Commons,9:05AM
17,4,Weekdays,Outbound,TCAT Offices,9:17AM
17,5,Weekdays,Outbound,Seneca @ Commons,9:43AM
17,5,Weekdays,Outbound,TCAT Offices,9:55AM
17,6,Weekdays,Outbound,Green @ Commons,9:55AM
17,6,Weekdays,Outbound,Seneca @ Commons,9:57AM
17,6,Weekdays,Outbound,TCAT Offices,10:09AM
17,7,Weekdays,Outbound,Sage Hall,9:55AM
17,7,Weekdays,Outbound,Seneca @ Commons,9:59AM
17,7,Weekdays,Outbound,TCAT Offices,10:11AM
17,8,Weekdays,Outbound,Seneca @ Commons,10:01AM
17,8,Weekdays,Outbound,TCAT Offices,10:13AM
17,9,Weekdays,Outbound,Seneca @ Commons,10:11AM
17,9,Weekdays,Outbound,TCAT Offices,10:23AM
17,10,Weekdays,Outbound,Sage Hall,10:10AM
17,10,Weekdays,Outbound,Seneca @ Commons,10:14AM
17,10,Weekdays,Outbound,TCAT Offices,10:26AM
17,11,Weekdays,Outbound,Sage Hall,10:14AM
17,11,Weekdays,Outbound,Seneca @ Commons,10:18AM
17,11,Weekdays,Outbound,TCAT Offices,10:30AM
17,12,Weekdays,Outbound,Seneca @ Commons,11:01AM
17,12,Weekdays,Outbound,TCAT Offices,11:13AM
17,13,Weekdays,Outbound,Seneca @ Commons,11:13AM
17,13,Weekdays,Outbound,TCAT Offices,11:25AM
17,14,Weekdays,Outbound,Seneca @ Commons,11:27AM
17,14,Weekdays,Outbound,TCAT Offices,11:39AM
17,15,Weekdays,Outbound,Green @ Commons,11:32AM
17,15,Weekdays,Outbound,Seneca @ Commons,11:34AM
17,15,Weekdays,Outbound,TCAT Offices,11:46AM
17,16,Weekdays,Outbound,Seneca @ Commons,11:57AM
17,16,Weekdays,Outbound,TCAT Offices,12:09PM
17,17,Weekdays,Outbound,Green @ Commons,12:50PM
17,17,Weekdays,Outbound,Seneca @ Commons,12:52PM
17,17,Weekdays,Outbound,TCAT Offices,1:04PM
17,18,Weekdays,Outbound,Green @ Commons,1:32PM
17,18,Weekdays,Outbound,Seneca @ Commons,1:34PM
17,18,Weekdays,Outbound,TCAT Offices,1:46PM
17,19,Weekdays,Outbound,Green @ Commons,1:59PM
17,19,Weekdays,Outbound,Seneca @ Commons,2:01PM
17,19,Weekdays,Outbound,TCAT Offices,2:13PM
17,20,Weekdays,Outbound,Seneca @ Commons,2:10PM
17,20,Weekdays,Outbound,TCAT Offices,2:22PM
17,21,Weekdays,Outbound,Green @ Commons,3:48PM
17,21,Weekdays,Outbound,Seneca @ Commons,3:50PM
17,21,Weekdays,Outbound,TCAT Offices,4:02PM
17,22,Weekdays,Outbound,Seneca @ Commons,5:55PM
17,22,Weekdays,Outbound,TCAT Offices,6:07PM
17,23,Weekdays,Outbound,Seneca @ Commons,6:13PM
17,23,Weekdays,Outbound,TCAT Offices,6:25PM
17,24,Weekdays,Outbound,Seneca @ Commons,6:19PM
17,24,Weekdays,Outbound,TCAT Offices,6:31PM
17,25,Weekdays,Outbound,Seneca @ Commons,6:23PM
17,25,Weekdays,Outbound,TCAT Offices,6:35PM
17,26,Weekdays,Outbound,Green @ Commons,6:25PM
17,26,Weekdays,Outbound,Seneca @ Commons,6:27PM
17,26,Weekdays,Outbound,TCAT Offices,6:39PM
17,27,Weekdays,Outbound,Seneca @ Commons,6:29PM
17,27,Weekdays,Outbound,TCAT Offices,6:41PM
17,28,Weekdays,Outbound,Seneca @ Commons,6:31PM
17,28,Weekdays,Outbound,TCAT Offices,6:43PM
17,29,Weekdays,Outbound,Seneca @ Commons,6:35PM
17,29,Weekdays,Outbound,TCAT Offices,6:47PM
17,30,Weekdays,Outbound,Green @ Commons,6:50PM
17,30,Weekdays,Outbound,Seneca @ Commons,6:52PM
17,30,Weekdays,Outbound,TCAT Offices,7:04PM
17,31,Weekdays,Outbound,Seneca @ Commons,6:56PM
17,31,Weekdays,Outbound,TCAT Offices,7:08PM
17,32,Weekdays,Outbound,Seneca @ Commons,7:28PM
17,32,Weekdays,Outbound,TCAT Offices,7:40PM
17,33,Weekdays,Outbound,Green @ Commons,7:29PM
17,33,Weekdays,Outbound,Seneca @ Commons,7:31PM
17,33,Weekdays,Outbound,TCAT Offices,7:43PM
17,34,Weekdays,Outbound,Seneca @ Commons,7:31PM
17,34,Weekdays,Outbound,TCAT Offices,7:43PM
17,35,Weekdays,Outbound,Seneca @ Commons,7:38PM
17,35,Weekdays,Outbound,TCAT Offices,7:50PM
17,36,Weekdays,Outbound,Seneca @ Commons,8:07PM
17,36,Weekdays,Outbound,TCAT Offices,8:19PM
17,37,Weekdays,Outbound,Green @ Commons,8:25PM
17,37,Weekdays,Outbound,Seneca @ Commons,8:27PM
17,37,Weekdays,Outbound,TCAT Offices,8:39PM
17,38,Weekdays,Outbound,Seneca @ Commons,9:19PM
17,38,Weekdays,Outbound,TCAT Offices,9:31PM
17,39,Weekdays,Outbound,Seneca @ Commons,9:56PM
17,39,Weekdays,Outbound,TCAT Offices,10:08PM
17,40,Weekdays,Outbound,Green @ Commons,9:55PM
17,40,Weekdays,Outbound,Seneca @ Commons,9:57PM
17,40,Weekdays,Outbound,TCAT Offices,10:09PM
17,41,Weekdays,Outbound,Seneca @ Commons,2:18AM
17,41,Weekdays,Outbound,TCAT Offices,2:30AM
17,42,Weekdays,Outbound,Seneca @ Commons,2:26AM
17,42,Weekdays,Outbound,TCAT Offices,2:38AM
17,1,Saturday,Inbound,TCAT Offices,6:25AM
17,1,Saturday,Inbound,Green @ Commons,6:35AM
17,2,Saturday,Inbound,TCAT Offices,6:42AM
17,2,Saturday,Inbound,Green @ Commons,6:52AM
17,3,Saturday,Inbound,TCAT Offices,6:50AM
17,3,Saturday,Inbound,Green @ Commons,7:00AM
17,4,Saturday,Inbound,TCAT Offices,6:50AM
17,4,Saturday,Inbound,Green @ Commons,7:00AM
17,5,Saturday,Inbound,TCAT Offices,6:52AM
17,5,Saturday,Inbound,Green @ Commons,7:02AM
17,6,Saturday,Inbound,TCAT Offices,6:55AM
17,6,Saturday,Inbound,Green @ Commons,7:05AM
17,7,Saturday,Inbound,TCAT Offices,7:20AM
17,7,Saturday,Inbound,Green @ Commons,7:30AM
17,8,Saturday,Inbound,TCAT Offices,7:35AM
17,8,Saturday,Inbound,Green @ Commons,7:45AM
17,9,Saturday,Inbound,TCAT Offices,7:50AM
17,9,Saturday,Inbound,Green @ Commons,8:00AM
17,10,Saturday,Inbound,TCAT Offices,8:09AM
17,10,Saturday,Inbound,Green @ Commons,8:19AM
17,10,Saturday,Inbound,Seneca @ Commons,8:21AM
17,11,Saturday,Inbound,TCAT Offices,9:25AM
17,11,Saturday,Inbound,Green @ Commons,9:35AM
17,12,Saturday,Inbound,TCAT Offices,10:50AM
17,12,Saturday,Inbound,Green @ Commons,11:00AM
17,13,Saturday,Inbound,TCAT Offices,11:18AM
17,13,Saturday,Inbound,Green @ Commons,11:28AM
17,14,Saturday,Inbound,TCAT Offices,11:25AM
17,14,Saturday,Inbound,Green @ Commons,11:35AM
17,15,Saturday,Inbound,TCAT Offices,1:00PM
17,15,Saturday,Inbound,Green @ Commons,1:10PM
17,16,Saturday,Inbound,TCAT Offices,5:10PM
17,16,Saturday,Inbound,Green @ Commons,5:20PM
17,17,Saturday,Inbound,TCAT Offices,5:18PM
17,17,Saturday,Inbound,Green @ Commons,5:28PM
17,18,Saturday,Inbound,TCAT Offices,5:20PM
17,18,Saturday,Inbound,Green @ Commons,5:30PM
17,1,Saturday,Outbound,Green @ Commons,9:51AM
17,1,Saturday,Outbound,Seneca @ Commons,9:53AM
17,1,Saturday,Outbound,TCAT Offices,10:05AM
17,2,Saturday,Outbound,Green @ Commons,1:57PM
17,2,Saturday,Outbound,Seneca @ Commons,1:59PM
17,2,Saturday,Outbound,TCAT Offices,2:11PM
17,3,Saturday,Outbound,Green @ Commons,3:08PM
17,3,Saturday,Outbound,Seneca @ Commons,3:10PM
17,3,Saturday,Outbound,TCAT Offices,3:22PM
17,4,Saturday,Outbound,Seneca @ Commons,5:38PM
17,4,Saturday,Outbound,TCAT Offices,5:50PM
17,5,Saturday,Outbound,Seneca @ Commons,6:36AM
17,5,Saturday,Outbound,TCAT Offices,6:48AM
17,6,Saturday,Outbound,Seneca @ Commons,7:28PM
17,6,Saturday,Outbound,TCAT Offices,7:40PM
17,7,Saturday,Outbound,Green @ Commons,7:55PM
17,7,Saturday,Outbound,Seneca @ Commons,7:57PM
17,7,Saturday,Outbound,TCAT Offices,8:09PM
17,8,Saturday,Outbound,Green @ Commons,8:03PM
17,8,Saturday,Outbound,Seneca @ Commons,8:05PM
